"Qty";"Value";"Device";"Package";"Parts";"Description";"";
"1";"OPEN_SOURCE_HW";"OPEN_SOURCE_HW";"OPENHW";"U$25";"";"";
"1";"RCJ-022";"RCJ-02X";"RCJ-02X";"J4";"";"";
"1";"RCJ-023";"RCJ-02X";"RCJ-02X";"J3";"";"";
"1";"RCJ-024";"RCJ-02X";"RCJ-02X";"J2";"";"";
"1";"RTC9028";"RTC9028";"MINIDIN4_V";"J5";"Mini-DIN, 4p, vertical";"";
"1";"SV50";"SV50";"SV50_INNER";"J1";"";"";
